             x=-,0.104, y=0.413, z,=0.960 m (x-r,i        Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
             x=-,0.104, y=0.413, z,=0.960 m (x-r,ight, y-fwd, z-up,)
,,,,,,,,
Body to Sensor R,otations:
,,,,,,,,,,,
             xRo,t=0.000, yRot=90.,000, zRot=180,.000 degrees (Rot,ate IMU into Vehi,cle Frame)
,,,,,,,

,,,,,,,,,,,,
        Latitude,        Longitude,        H-Ell,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
      (+/-D M S),       (+/-D M S),          (m),       (+/-D M S),       (+/-D M S),          (m),         (sec),          (deg),          (deg),          (deg),     (m/s),     (m/s),     (m/s)
  33 08 44.61892,  -97 33 29.01230,     3508.475,   33 08 44.61892,  -97 33 29.01230,     3508.475, 1271014084.00, -161.382776571,  -0.4107591729,   0.3354037637,    -0.452,   -54.316,     0.249
  33 08 42.85788,  -97 33 29.03135,     3508.659,   33 08 42.85788,  -97 33 29.03135,     3508.659, 1271014085.00, -161.408949283,  -0.6060231895,  -0.5408435107,    -0.510,   -54.262,     0.112
  33 08 41.09745,  -97 33 29.04986,     3508.685,   33 08 41.09745,  -97 33 29.04986,     3508.685, 1271014086.00, -161.535309395,  -0.7583268306,  -1.3866552670,    -0.419,   -54.286,    -0.056
  33 08 39.33566,  -97 33 29.06365,     3508.592,   33 08 39.33566,  -97 33 29.06365,     3508.592, 1271014087.00, -161.916114334,  -0.7083878292,  -0.6804045705,    -0.320,   -54.315,    -0.114
  33 08 37.57330,  -97 33 29.07488,     3508.476,   33 08 37.57330,  -97 33 29.07488,     3508.476, 1271014088.00, -162.190074104,  -0.7401468797,  -0.1342039044,    -0.283,   -54.329,    -0.133
  33 08 35.81116,  -97 33 29.08621,     3508.338,   33 08 35.81116,  -97 33 29.08621,     3508.338, 1271014089.00, -162.104502857,  -0.6682406765,  -0.2011368340,    -0.308,   -54.305,    -0.124
  33 08 34.04975,  -97 33 29.09815,     3508.282,   33 08 34.04975,  -97 33 29.09815,     3508.282, 1271014090.00, -161.929429874,  -0.4959579970,  -0.6043444231,    -0.297,   -54.277,     0.022
  33 08 32.28975,  -97 33 29.10917,     3508.381,   33 08 32.28975,  -97 33 29.10917,     3508.381, 1271014091.00, -162.050759416,  -0.3943725800,  -0.2958582167,    -0.294,   -54.219,     0.167
  33 08 30.53193,  -97 33 29.11965,     3508.591,   33 08 30.53193,  -97 33 29.11965,     3508.591, 1271014092.00, -162.214126872,  -0.4255815911,  -0.9992212060,    -0.227,   -54.155,     0.243
  33 08 28.77526,  -97 33 29.12556,     3508.829,   33 08 28.77526,  -97 33 29.12556,     3508.829, 1271014093.00, -162.235784677,  -0.3976842760,  -1.6417532662,    -0.059,   -54.149,     0.252
  33 08 27.01890,  -97 33 29.12364,     3509.108,   33 08 27.01890,  -97 33 29.12364,     3509.108, 1271014094.00, -162.379940858,  -0.3780719307,  -1.8965647864,     0.159,   -54.134,     0.296
  33 08 25.26275,  -97 33 29.11314,     3509.420,   33 08 25.26275,  -97 33 29.11314,     3509.420, 1271014095.00, -162.938070506,  -0.3852052552,  -1.7482432020,     0.387,   -54.132,     0.329
  33 08 23.50635,  -97 33 29.09290,     3509.781,   33 08 23.50635,  -97 33 29.09290,     3509.781, 1271014096.00, -163.303245156,  -0.3356042989,  -1.3599153267,     0.644,   -54.145,     0.396
  33 08 21.75057,  -97 33 29.06538,     3510.226,   33 08 21.75057,  -97 33 29.06538,     3510.226, 1271014097.00, -163.635320035,  -0.2302545491,   0.2724528907,     0.729,   -54.081,     0.491
  33 08 19.99764,  -97 33 29.03838,     3510.768,   33 08 19.99764,  -97 33 29.03838,     3510.768, 1271014098.00, -163.524590212,  -0.1791639025,   0.6158723340,     0.665,   -53.979,     0.583
  33 08 18.24882,  -97 33 29.01567,     3511.380,   33 08 18.24882,  -97 33 29.01567,     3511.380, 1271014099.00, -163.140989238,  -0.1374583046,   1.2040306994,     0.491,   -53.826,     0.641
  33 08 16.50531,  -97 33 29.00105,     3512.031,   33 08 16.50531,  -97 33 29.00105,     3512.031, 1271014100.00, -162.795094618,  -0.1902334471,   0.7451144238,     0.292,   -53.666,     0.646
  33 08 14.76625,  -97 33 28.99260,     3512.637,   33 08 14.76625,  -97 33 28.99260,     3512.637, 1271014101.00, -162.438680491,  -0.3541795906,   0.0673168113,     0.160,   -53.555,     0.559
  33 08 13.02989,  -97 33 28.98737,     3513.096,   33 08 13.02989,  -97 33 28.98737,     3513.096, 1271014102.00, -162.446994109,  -0.5860498807,   0.0506322804,     0.120,   -53.500,     0.345
  33 08 11.29455,  -97 33 28.98438,     3513.334,   33 08 11.29455,  -97 33 28.98438,     3513.334, 1271014103.00, -162.532668488,  -0.6774882153,   0.4912196361,     0.021,   -53.484,     0.145
  33 08 09.55976,  -97 33 28.98503,     3513.473,   33 08 09.55976,  -97 33 28.98503,     3513.473, 1271014104.00, -162.161294434,  -0.5404882769,   0.0935296305,    -0.048,   -53.465,     0.163
  33 08 07.82560,  -97 33 28.98859,     3513.679,   33 08 07.82560,  -97 33 28.98859,     3513.679, 1271014105.00, -161.903165488,  -0.4513360440,  -0.0432067473,    -0.130,   -53.440,     0.246
  33 08 06.09240,  -97 33 28.99492,     3513.943,   33 08 06.09240,  -97 33 28.99492,     3513.943, 1271014106.00, -161.967543026,  -0.4307439408,  -0.0350478283,    -0.197,   -53.409,     0.273
  33 08 04.36011,  -97 33 29.00301,     3514.216,   33 08 04.36011,  -97 33 29.00301,     3514.216, 1271014107.00, -162.063496268,  -0.5444817927,  -0.7454524689,    -0.189,   -53.397,     0.254
  33 08 02.62698,  -97 33 29.00811,     3514.401,   33 08 02.62698,  -97 33 29.00811,     3514.401, 1271014108.00, -161.878413712,  -0.6900417206,  -1.6712548630,    -0.057,   -53.462,     0.121
  33 08 00.89136,  -97 33 29.00713,     3514.440,   33 08 00.89136,  -97 33 29.00713,     3514.440, 1271014109.00, -162.198152809,  -0.7487297875,  -1.0316849946,     0.087,   -53.531,    -0.030
  33 07 59.15344,  -97 33 29.00182,     3514.372,   33 07 59.15344,  -97 33 29.00182,     3514.372, 1271014110.00, -162.565390108,  -0.8302444930,  -1.0474757115,     0.191,   -53.614,    -0.102
  33 07 57.41243,  -97 33 28.99144,     3514.208,   33 07 57.41243,  -97 33 28.99144,     3514.208, 1271014111.00, -162.327595434,  -0.9784342972,  -1.7089669451,     0.366,   -53.726,    -0.231
  33 07 55.66785,  -97 33 28.97499,     3513.948,   33 07 55.66785,  -97 33 28.97499,     3513.948, 1271014112.00, -162.655224161,  -0.8990166172,   0.0423702289,     0.425,   -53.805,    -0.284
  33 07 53.92202,  -97 33 28.96021,     3513.692,   33 07 53.92202,  -97 33 28.96021,     3513.692, 1271014113.00, -163.048788870,  -0.8087127391,   0.4002625861,     0.347,   -53.826,    -0.228
  33 07 52.17578,  -97 33 28.94852,     3513.477,   33 07 52.17578,  -97 33 28.94852,     3513.477, 1271014114.00, -162.710663557,  -0.7711496260,   1.7122385341,     0.208,   -53.805,    -0.199
  33 07 50.43173,  -97 33 28.94774,     3513.288,   33 07 50.43173,  -97 33 28.94774,     3513.288, 1271014115.00, -162.375380114,  -0.6906032192,   2.5154737967,    -0.175,   -53.709,    -0.180
  33 07 48.69134,  -97 33 28.96282,     3513.107,   33 07 48.69134,  -97 33 28.96282,     3513.107, 1271014116.00, -161.470399006,  -0.7159107650,   2.1207173350,    -0.595,   -53.588,    -0.179
  33 07 46.95504,  -97 33 28.99432,     3512.936,   33 07 46.95504,  -97 33 28.99432,     3512.936, 1271014117.00, -160.811795480,  -0.6454197675,   0.2892348246,    -0.977,   -53.463,    -0.134
  33 07 45.22072,  -97 33 29.03194,     3512.852,   33 07 45.22072,  -97 33 29.03194,     3512.852, 1271014118.00, -160.481903570,  -0.6519629455,  -2.6858026900,    -0.878,   -53.488,    -0.045
  33 07 43.48384,  -97 33 29.06016,     3512.754,   33 07 43.48384,  -97 33 29.06016,     3512.754, 1271014119.00, -161.229447335,  -0.8770608745,  -2.7763930470,    -0.591,   -53.595,    -0.166
  33 07 41.74270,  -97 33 29.07580,     3512.539,   33 07 41.74270,  -97 33 29.07580,     3512.539, 1271014120.00, -162.364717370,  -0.9101549167,  -2.3283400512,    -0.235,   -53.745,    -0.242
  33 07 39.99698,  -97 33 29.07773,     3512.293,   33 07 39.99698,  -97 33 29.07773,     3512.293, 1271014121.00, -162.808249729,  -0.9088027363,  -1.8172674276,     0.111,   -53.871,    -0.248
  33 07 38.24758,  -97 33 29.06886,     3512.063,   33 07 38.24758,  -97 33 29.06886,     3512.063, 1271014122.00, -162.747126591,  -0.8605654196,  -1.3222032447,     0.319,   -53.964,    -0.202
  33 07 36.49583,  -97 33 29.05355,     3511.926,   33 07 36.49583,  -97 33 29.05355,     3511.926, 1271014123.00, -162.673140551,  -0.6236244530,  -1.5534604699,     0.481,   -54.027,    -0.043
  33 07 34.74274,  -97 33 29.03172,     3512.007,   33 07 34.74274,  -97 33 29.03172,     3512.007, 1271014124.00, -163.010641340,  -0.4420598573,  -1.3674096147,     0.645,   -54.042,     0.199
  33 07 32.98942,  -97 33 29.00325,     3512.323,   33 07 32.98942,  -97 33 29.00325,     3512.323, 1271014125.00, -163.534198714,  -0.1893052555,  -0.6913079573,     0.816,   -54.039,     0.427
  33 07 31.23755,  -97 33 28.97006,     3512.862,   33 07 31.23755,  -97 33 28.97006,     3512.862, 1271014126.00, -163.670310568,  -0.0118373080,   0.3923557685,     0.867,   -53.947,     0.630
  33 07 29.48957,  -97 33 28.93823,     3513.565,   33 07 29.48957,  -97 33 28.93823,     3513.565, 1271014127.00, -163.446868487,   0.0406169781,   1.2845026217,     0.758,   -53.800,     0.760
  33 07 27.74729,  -97 33 28.91395,     3514.347,   33 07 27.74729,  -97 33 28.91395,     3514.347, 1271014128.00, -163.070664399,   0.0741521978,   1.7359303390,     0.488,   -53.605,     0.807
  33 07 26.01148,  -97 33 28.90027,     3515.147,   33 07 26.01148,  -97 33 28.90027,     3515.147, 1271014129.00, -162.501929303,   0.0008365184,   1.3684925049,     0.230,   -53.406,     0.790
  33 07 24.28144,  -97 33 28.89626,     3515.892,   33 07 24.28144,  -97 33 28.89626,     3515.892, 1271014130.00, -162.108244272,  -0.2195287792,   0.6646997973,     0.013,   -53.262,     0.684
  33 07 22.55528,  -97 33 28.89890,     3516.483,   33 07 22.55528,  -97 33 28.89890,     3516.483, 1271014131.00, -162.053882036,  -0.3724053781,   0.5870754752,    -0.138,   -53.164,     0.505
  33 07 20.83154,  -97 33 28.90685,     3516.949,   33 07 20.83154,  -97 33 28.90685,     3516.949, 1271014132.00, -161.989951406,  -0.3785131082,   0.3046874963,    -0.260,   -53.107,     0.441
  33 07 19.10933,  -97 33 28.91802,     3517.381,   33 07 19.10933,  -97 33 28.91802,     3517.381, 1271014133.00, -161.752179650,  -0.3189312271,  -0.5565196360,    -0.292,   -53.077,     0.439
  33 07 17.38732,  -97 33 28.92776,     3517.872,   33 07 17.38732,  -97 33 28.92776,     3517.872, 1271014134.00, -161.665347896,  -0.1062149161,  -1.0000634539,    -0.201,   -53.078,     0.571
  33 07 15.66550,  -97 33 28.93329,     3518.518,   33 07 15.66550,  -97 33 28.93329,     3518.518, 1271014135.00, -161.933795812,   0.1351034481,  -0.7716767472,    -0.088,   -53.068,     0.722
  33 07 13.94475,  -97 33 28.93439,     3519.313,   33 07 13.94475,  -97 33 28.93439,     3519.313, 1271014136.00, -162.189042780,   0.2841011227,  -0.3614618842,     0.023,   -53.009,     0.848
  33 07 12.22612,  -97 33 28.93244,     3520.203,   33 07 12.22612,  -97 33 28.93244,     3520.203, 1271014137.00, -162.155954467,   0.4481332099,   0.0863275510,     0.064,   -52.933,     0.928
  33 07 10.51073,  -97 33 28.92964,     3521.141,   33 07 10.51073,  -97 33 28.92964,     3521.141, 1271014138.00, -161.866014905,   0.4300621210,  -0.5647530395,     0.106,   -52.830,     0.935
  33 07 08.79779,  -97 33 28.92407,     3522.067,   33 07 08.79779,  -97 33 28.92407,     3522.067, 1271014139.00, -161.635588468,   0.5839872327,  -1.0760892238,     0.197,   -52.769,     0.942
  33 07 07.08674,  -97 33 28.91345,     3522.971,   33 07 07.08674,  -97 33 28.91345,     3522.971, 1271014140.00, -161.962077009,   0.2284611912,  -0.6936570843,     0.340,   -52.726,     0.796
  33 07 05.37647,  -97 33 28.89943,     3523.605,   33 07 05.37647,  -97 33 28.89943,     3523.605, 1271014141.00, -162.572042148,  -0.1273455995,   0.4700373864,     0.356,   -52.711,     0.473
  33 07 03.66628,  -97 33 28.88649,     3523.872,   33 07 03.66628,  -97 33 28.88649,     3523.872, 1271014142.00, -162.370979798,  -0.4964908478,   0.8183384301,     0.301,   -52.731,     0.071
  33 07 01.95492,  -97 33 28.87837,     3523.760,   33 07 01.95492,  -97 33 28.87837,     3523.760, 1271014143.00, -161.751537937,  -0.8050916458,   1.2469738862,     0.095,   -52.769,    -0.266
  33 07 00.24211,  -97 33 28.88014,     3523.358,   33 07 00.24211,  -97 33 28.88014,     3523.358, 1271014144.00, -161.325526628,  -1.0786904522,   0.5996862763,    -0.169,   -52.836,    -0.520
  33 06 58.52597,  -97 33 28.88950,     3522.723,   33 06 58.52597,  -97 33 28.88950,     3522.723, 1271014145.00, -160.994465884,  -1.2189562500,  -0.7213595936,    -0.280,   -52.980,    -0.715
  33 06 56.80385,  -97 33 28.90008,     3521.985,   33 06 56.80385,  -97 33 28.90008,     3521.985, 1271014146.00, -161.167911668,  -1.1796628044,  -0.9659495468,    -0.256,   -53.191,    -0.743
  33 06 55.07518,  -97 33 28.90900,     3521.259,   33 06 55.07518,  -97 33 28.90900,     3521.259, 1271014147.00, -161.636018187,  -1.2023805810,  -0.4689946032,    -0.224,   -53.378,    -0.721
  33 06 53.34024,  -97 33 28.91649,     3520.550,   33 06 53.34024,  -97 33 28.91649,     3520.550, 1271014148.00, -161.575089855,  -1.1166259878,  -1.1421283392,    -0.143,   -53.580,    -0.665
  33 06 51.59909,  -97 33 28.92032,     3519.946,   33 06 51.59909,  -97 33 28.92032,     3519.946, 1271014149.00, -161.561098225,  -0.9558654896,  -0.7125360436,    -0.078,   -53.751,    -0.538
  33 06 49.85355,  -97 33 28.92277,     3519.508,   33 06 49.85355,  -97 33 28.92277,     3519.508, 1271014150.00, -161.889019160,  -0.6943331745,  -0.3406062205,    -0.056,   -53.849,    -0.328
  33 06 48.10532,  -97 33 28.92430,     3519.252,   33 06 48.10532,  -97 33 28.92430,     3519.252, 1271014151.00, -161.923534138,  -0.9858541006,  -0.1696184257,    -0.033,   -53.929,    -0.262
  33 06 46.35440,  -97 33 28.92632,     3518.819,   33 06 46.35440,  -97 33 28.92632,     3518.819, 1271014152.00, -161.731604736,  -1.4659010597,   0.1707127751,    -0.091,   -54.025,    -0.624
  33 06 44.59989,  -97 33 28.93255,     3518.058,   33 06 44.59989,  -97 33 28.93255,     3518.058, 1271014153.00, -161.493237104,  -1.4739110097,   0.3885914358,    -0.242,   -54.132,    -0.827
  33 06 42.84173,  -97 33 28.94484,     3517.190,   33 06 42.84173,  -97 33 28.94484,     3517.190, 1271014154.00, -161.237394260,  -1.6279220650,  -0.2775292968,    -0.381,   -54.269,    -0.914
  33 06 41.07871,  -97 33 28.96060,     3516.270,   33 06 41.07871,  -97 33 28.96060,     3516.270, 1271014155.00, -161.244344238,  -1.5894021124,  -1.0868207233,    -0.413,   -54.429,    -0.907
  33 06 39.30973,  -97 33 28.97464,     3515.382,   33 06 39.30973,  -97 33 28.97464,     3515.382, 1271014156.00, -161.423021126,  -1.5289092284,  -1.8250539240,    -0.295,   -54.633,    -0.857
  33 06 37.53398,  -97 33 28.98199,     3514.576,   33 06 37.53398,  -97 33 28.98199,     3514.576, 1271014157.00, -161.713401867,  -1.4629388679,  -1.8720994885,    -0.087,   -54.839,    -0.757
  33 06 35.75226,  -97 33 28.98210,     3513.878,   33 06 35.75226,  -97 33 28.98210,     3513.878, 1271014158.00, -162.234867945,  -1.3379137474,  -0.7107598744,     0.044,   -54.984,    -0.641
  33 06 33.96674,  -97 33 28.97946,     3513.312,   33 06 33.96674,  -97 33 28.97946,     3513.312, 1271014159.00, -162.451491828,  -1.2116395789,  -0.6852804413,     0.096,   -55.085,    -0.511
  33 06 32.17848,  -97 33 28.97437,     3512.853,   33 06 32.17848,  -97 33 28.97437,     3512.853, 1271014160.00, -162.241519985,  -1.1104265844,   0.0403706062,     0.132,   -55.144,    -0.408
  33 06 30.38974,  -97 33 28.97224,     3512.507,   33 06 30.38974,  -97 33 28.97224,     3512.507, 1271014161.00, -162.360666558,  -1.0481689904,   0.8519939709,    -0.036,   -55.115,    -0.295
  33 06 28.60196,  -97 33 28.97660,     3512.237,   33 06 28.60196,  -97 33 28.97660,     3512.237, 1271014162.00, -161.977317686,  -1.0355467302,  -0.2933142841,    -0.153,   -55.105,    -0.244
  33 06 26.81435,  -97 33 28.98307,     3512.012,   33 06 26.81435,  -97 33 28.98307,     3512.012, 1271014163.00, -161.771327900,  -1.0400845559,  -0.7453378774,    -0.172,   -55.104,    -0.220
  33 06 25.02647,  -97 33 28.98927,     3511.821,   33 06 25.02647,  -97 33 28.98927,     3511.821, 1271014164.00, -162.177199743,  -1.0137628748,  -0.9287244789,    -0.126,   -55.122,    -0.164
  33 06 23.23788,  -97 33 28.99248,     3511.671,   33 06 23.23788,  -97 33 28.99248,     3511.671, 1271014165.00, -162.460756555,  -0.9689690344,  -0.5832824946,    -0.057,   -55.140,    -0.133
  33 06 21.44921,  -97 33 28.99361,     3511.565,   33 06 21.44921,  -97 33 28.99361,     3511.565, 1271014166.00, -162.493031268,  -1.0041772909,  -0.7066288487,     0.000,   -55.132,    -0.092
  33 06 19.66061,  -97 33 28.99312,     3511.472,   33 06 19.66061,  -97 33 28.99312,     3511.472, 1271014167.00, -162.490968620,  -0.9862150640,  -0.4010933749,     0.006,   -55.123,    -0.088
  33 06 17.87287,  -97 33 28.99325,     3511.405,   33 06 17.87287,  -97 33 28.99325,     3511.405, 1271014168.00, -162.691761679,  -0.9030674288,  -0.1088505219,    -0.020,   -55.088,    -0.050
  33 06 16.08666,  -97 33 28.99452,     3511.393,   33 06 16.08666,  -97 33 28.99452,     3511.393, 1271014169.00, -162.693039375,  -0.8408155644,  -0.1796623758,    -0.043,   -55.028,     0.028
  33 06 14.30205,  -97 33 28.99612,     3511.440,   33 06 14.30205,  -97 33 28.99612,     3511.440, 1271014170.00, -162.387349203,  -0.7722898121,  -0.8910926109,    -0.026,   -54.992,     0.078
  33 06 12.51879,  -97 33 28.99577,     3511.545,   33 06 12.51879,  -97 33 28.99577,     3511.545, 1271014171.00, -162.402240376,  -0.7621026225,  -1.5218389292,     0.061,   -54.951,     0.118
  33 06 10.73612,  -97 33 28.98985,     3511.647,   33 06 10.73612,  -97 33 28.98985,     3511.647, 1271014172.00, -162.736223204,  -0.7765812659,  -2.3156547656,     0.275,   -54.955,     0.088
  33 06 08.95249,  -97 33 28.97257,     3511.726,   33 06 08.95249,  -97 33 28.97257,     3511.726, 1271014173.00, -163.086541059,  -0.8186707456,  -3.0866267748,     0.644,   -55.017,     0.068
  33 06 07.16697,  -97 33 28.94125,     3511.749,   33 06 07.16697,  -97 33 28.94125,     3511.749, 1271014174.00, -163.889547139,  -0.9180903822,  -1.2947814846,     0.916,   -55.046,    -0.035
  33 06 05.38067,  -97 33 28.90194,     3511.669,   33 06 05.38067,  -97 33 28.90194,     3511.669, 1271014175.00, -164.189427519,  -0.9902887939,  -1.2759483619,     1.126,   -55.079,    -0.116
  33 06 03.59332,  -97 33 28.85551,     3511.485,   33 06 03.59332,  -97 33 28.85551,     3511.485, 1271014176.00, -163.930003689,  -1.0939826957,  -0.7517664638,     1.258,   -55.106,    -0.255
  33 06 01.80586,  -97 33 28.80816,     3511.189,   33 06 01.80586,  -97 33 28.80816,     3511.189, 1271014177.00, -164.164538232,  -1.1281023324,   0.6460672098,     1.164,   -55.078,    -0.345
  33 06 00.01934,  -97 33 28.76603,     3510.821,   33 06 00.01934,  -97 33 28.76603,     3510.821, 1271014178.00, -163.978407163,  -1.1438242943,   0.6031125639,     1.026,   -55.059,    -0.392
  33 05 58.23373,  -97 33 28.72977,     3510.426,   33 05 58.23373,  -97 33 28.72977,     3510.426, 1271014179.00, -163.592405497,  -1.1204189684,   0.4887444584,     0.859,   -55.022,    -0.393
  33 05 56.44923,  -97 33 28.70007,     3510.036,   33 05 56.44923,  -97 33 28.70007,     3510.036, 1271014180.00, -163.533018421,  -1.1168494413,   1.6024139840,     0.643,   -54.975,    -0.394
  33 05 54.66708,  -97 33 28.68176,     3509.632,   33 05 54.66708,  -97 33 28.68176,     3509.632, 1271014181.00, -163.335651649,  -1.1427242153,   2.1628755696,     0.298,   -54.892,    -0.426
  33 05 52.88807,  -97 33 28.67790,     3509.196,   33 05 52.88807,  -97 33 28.67790,     3509.196, 1271014182.00, -162.587105208,  -1.1118876268,   1.0137915227,    -0.056,   -54.789,    -0.418
  33 05 51.11151,  -97 33 28.68475,     3508.817,   33 05 51.11151,  -97 33 28.68475,     3508.817, 1271014183.00, -162.033135235,  -0.9113122915,  -0.0928535403,    -0.262,   -54.733,    -0.318
  33 05 49.33678,  -97 33 28.69639,     3508.577,   33 05 49.33678,  -97 33 28.69639,     3508.577, 1271014184.00, -162.309386835,  -0.7500876975,  -0.2248916642,    -0.329,   -54.676,    -0.178
  33 05 47.56391,  -97 33 28.70906,     3508.449,   33 05 47.56391,  -97 33 28.70906,     3508.449, 1271014185.00, -162.634752379,  -0.6545183373,  -0.2234535401,    -0.316,   -54.615,    -0.086
  33 05 45.79279,  -97 33 28.72056,     3508.354,   33 05 45.79279,  -97 33 28.72056,     3508.354, 1271014186.00, -162.380765918,  -0.7496694383,  -0.4980263747,    -0.282,   -54.574,    -0.123
  33 05 44.02315,  -97 33 28.73131,     3508.164,   33 05 44.02315,  -97 33 28.73131,     3508.164, 1271014187.00, -162.157501454,  -0.8370397725,  -0.2369524258,    -0.290,   -54.519,    -0.260
  33 05 42.25531,  -97 33 28.74382,     3507.864,   33 05 42.25531,  -97 33 28.74382,     3507.864, 1271014188.00, -162.301147702,  -0.7969785634,  -0.0402903922,    -0.356,   -54.463,    -0.315
  33 05 40.48936,  -97 33 28.75822,     3507.557,   33 05 40.48936,  -97 33 28.75822,     3507.557, 1271014189.00, -162.358953414,  -0.7244134587,  -0.0264534614,    -0.391,   -54.405,    -0.292
  33 05 38.72551,  -97 33 28.77404,     3507.277,   33 05 38.72551,  -97 33 28.77404,     3507.277, 1271014190.00, -162.226216282,  -0.6612391322,   0.0664401859,    -0.437,   -54.328,    -0.260
  33 05 36.96423,  -97 33 28.79236,     3507.034,   33 05 36.96423,  -97 33 28.79236,     3507.034, 1271014191.00, -162.172713483,  -0.5807156437,   0.1089765726,    -0.507,   -54.250,    -0.216
  33 05 35.20584,  -97 33 28.81316,     3506.858,   33 05 35.20584,  -97 33 28.81316,     3506.858, 1271014192.00, -162.094487555,  -0.5013609891,   0.1890646132,    -0.572,   -54.149,    -0.141
  33 05 33.45095,  -97 33 28.83682,     3506.761,   33 05 33.45095,  -97 33 28.83682,     3506.761, 1271014193.00, -162.064458837,  -0.4119394660,   0.2754265417,    -0.648,   -54.032,    -0.047
  33 05 31.70002,  -97 33 28.86332,     3506.738,   33 05 31.70002,  -97 33 28.86332,     3506.738, 1271014194.00, -161.937565874,  -0.3480833197,   0.0834283845,    -0.725,   -53.911,     0.007
  33 05 29.95299,  -97 33 28.89154,     3506.803,   33 05 29.95299,  -97 33 28.89154,     3506.803, 1271014195.00, -161.708904148,  -0.1803900322,  -0.9746298574,    -0.706,   -53.794,     0.150
  33 05 28.20916,  -97 33 28.91634,     3507.029,   33 05 28.20916,  -97 33 28.91634,     3507.029, 1271014196.00, -161.797357372,  -0.0813542773,  -2.0849991461,    -0.540,   -53.719,     0.306
  33 05 26.46737,  -97 33 28.93150,     3507.401,   33 05 26.46737,  -97 33 28.93150,     3507.401, 1271014197.00, -162.382817106,  -0.0058728174,  -1.9648384373,    -0.253,   -53.660,     0.426
  33 05 24.72797,  -97 33 28.93618,     3507.897,   33 05 24.72797,  -97 33 28.93618,     3507.897, 1271014198.00, -163.219702180,   0.1430675614,  -0.7313634368,    -0.025,   -53.556,     0.558
  33 05 22.99285,  -97 33 28.93444,     3508.530,   33 05 22.99285,  -97 33 28.93444,     3508.530, 1271014199.00, -163.451887597,   0.4009558650,   0.3337192678,     0.078,   -53.398,     0.708
  33 05 21.26426,  -97 33 28.93174,     3509.320,   33 05 21.26426,  -97 33 28.93174,     3509.320, 1271014200.00, -162.942396337,   0.5017735187,   0.2919792924,     0.059,   -53.161,     0.846
  33 05 19.54323,  -97 33 28.93082,     3510.166,   33 05 19.54323,  -97 33 28.93082,     3510.166, 1271014201.00, -162.506667663,   0.4041873470,   0.4757383165,    -0.017,   -52.937,     0.820
  33 05 17.82969,  -97 33 28.93398,     3510.928,   33 05 17.82969,  -97 33 28.93398,     3510.928, 1271014202.00, -162.660014088,   0.3353865750,   0.5570181093,    -0.141,   -52.709,     0.692
  33 05 16.12254,  -97 33 28.93975,     3511.555,   33 05 16.12254,  -97 33 28.93975,     3511.555, 1271014203.00, -162.484517115,   0.2881519343,  -0.1685813721,    -0.134,   -52.542,     0.573
  33 05 14.42034,  -97 33 28.94482,     3512.092,   33 05 14.42034,  -97 33 28.94482,     3512.092, 1271014204.00, -162.299967409,   0.2527144947,   0.1277237517,    -0.146,   -52.397,     0.503
  33 05 12.72305,  -97 33 28.95143,     3512.566,   33 05 12.72305,  -97 33 28.95143,     3512.566, 1271014205.00, -162.426327521,   0.2004492846,   0.4432974461,    -0.203,   -52.240,     0.451
  33 05 11.03031,  -97 33 28.96034,     3512.973,   33 05 11.03031,  -97 33 28.96034,     3512.973, 1271014206.00, -162.276882940,  -0.0153552689,   0.0829356408,    -0.251,   -52.124,     0.343
  33 05 09.34095,  -97 33 28.97094,     3513.234,   33 05 09.34095,  -97 33 28.97094,     3513.234, 1271014207.00, -162.198668471,  -0.1917632445,  -0.0285562165,    -0.298,   -52.032,     0.197
  33 05 07.65363,  -97 33 28.98302,     3513.342,   33 05 07.65363,  -97 33 28.98302,     3513.342, 1271014208.00, -162.197064189,  -0.5052685612,  -0.3742732205,    -0.319,   -52.003,     0.011
  33 05 05.96612,  -97 33 28.99499,     3513.193,   33 05 05.96612,  -97 33 28.99499,     3513.193, 1271014209.00, -162.145664145,  -0.9715645332,  -0.9705274796,    -0.294,   -52.050,    -0.315
  33 05 04.27570,  -97 33 29.00523,     3512.700,   33 05 04.27570,  -97 33 29.00523,     3512.700, 1271014210.00, -162.478438033,  -1.3202609177,  -0.4328180480,    -0.264,   -52.165,    -0.655
  33 05 02.58085,  -97 33 29.01495,     3511.932,   33 05 02.58085,  -97 33 29.01495,     3511.932, 1271014211.00, -162.702556204,  -1.3884314362,  -0.6497112214,    -0.227,   -52.329,    -0.844
  33 05 00.88062,  -97 33 29.02317,     3511.086,   33 05 00.88062,  -97 33 29.02317,     3511.086, 1271014212.00, -162.508575613,  -1.1960092903,  -0.3490688071,    -0.212,   -52.477,    -0.801
  33 04 59.17630,  -97 33 29.03240,     3510.437,   33 04 59.17630,  -97 33 29.03240,     3510.437, 1271014213.00, -162.433821809,  -0.5579692192,  -0.7967321916,    -0.237,   -52.579,    -0.427
  33 04 57.46997,  -97 33 29.03939,     3510.319,   33 04 57.46997,  -97 33 29.03939,     3510.319, 1271014214.00, -162.449692740,   0.0776014038,  -1.6617437636,    -0.096,   -52.602,     0.200
