             x=-,0.104, y=0.413, z,=0.960 m (x-r,i        Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
             x=-,0.104, y=0.413, z,=0.960 m (x-r,ight, y-fwd, z-up,)
,,,,,,,,
Body to Sensor R,otations:
,,,,,,,,,,,
             xRo,t=0.000, yRot=90.,000, zRot=180,.000 degrees (Rot,ate IMU into Vehi,cle Frame)
,,,,,,,

,,,,,,,,,,,,
        Latitude,        Longitude,        H-Ell,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
      (+/-D M S),       (+/-D M S),          (m),       (+/-D M S),       (+/-D M S),          (m),         (sec),          (deg),          (deg),          (deg),     (m/s),     (m/s),     (m/s)
  33 39 02.07675,  -97 33 28.91026,     3507.916,   33 39 02.07675,  -97 33 28.91026,     3507.916, 1271013059.00, -162.047562312,  -0.1632356758,   0.5949765632,    -0.148,   -53.973,     0.137
  33 39 00.32595,  -97 33 28.91795,     3507.957,   33 39 00.32595,  -97 33 28.91795,     3507.957, 1271013060.00, -161.998035840,  -0.4072354825,   0.3595997714,    -0.247,   -53.978,    -0.076
  33 38 58.57451,  -97 33 28.92879,     3507.738,   33 38 58.57451,  -97 33 28.92879,     3507.738, 1271013061.00, -161.968110254,  -0.7003320426,   0.0072364570,    -0.300,   -54.020,    -0.378
  33 38 56.82085,  -97 33 28.94149,     3507.226,   33 38 56.82085,  -97 33 28.94149,     3507.226, 1271013062.00, -161.924531084,  -0.8686441245,   0.4394700880,    -0.381,   -54.095,    -0.624
  33 38 55.06485,  -97 33 28.95887,     3506.549,   33 38 55.06485,  -97 33 28.95887,     3506.549, 1271013063.00, -161.966368463,  -0.9873781683,   0.3310206366,    -0.513,   -54.179,    -0.731
  33 38 53.30560,  -97 33 28.98042,     3505.825,   33 38 53.30560,  -97 33 28.98042,     3505.825, 1271013064.00, -161.795340561,  -0.8750326039,  -0.9214708332,    -0.554,   -54.293,    -0.665
  33 38 51.54188,  -97 33 28.99968,     3505.214,   33 38 51.54188,  -97 33 28.99968,     3505.214, 1271013065.00, -161.655922741,  -0.6090312179,  -2.4531417182,    -0.412,   -54.448,    -0.522
  33 38 49.77307,  -97 33 29.00914,     3504.837,   33 38 49.77307,  -97 33 29.00914,     3504.837, 1271013066.00, -162.469539998,  -0.4647604451,  -2.5168145179,    -0.077,   -54.605,    -0.242
  33 38 47.99897,  -97 33 29.00411,     3504.666,   33 38 47.99897,  -97 33 29.00411,     3504.666, 1271013067.00, -163.302070593,  -0.3975582253,  -2.1176119038,     0.330,   -54.767,    -0.120
  33 38 46.22065,  -97 33 28.98507,     3504.672,   33 38 46.22065,  -97 33 28.98507,     3504.672, 1271013068.00, -163.581473462,  -0.0944807404,  -0.9468987001,     0.615,   -54.858,     0.100
  33 38 44.44118,  -97 33 28.95887,     3504.873,   33 38 44.44118,  -97 33 28.95887,     3504.873, 1271013069.00, -163.680961853,   0.1650863295,   0.8345474061,     0.674,   -54.826,     0.303
  33 38 42.66451,  -97 33 28.93590,     3505.242,   33 38 42.66451,  -97 33 28.93590,     3505.242, 1271013070.00, -163.446914324,   0.3085033952,   2.3225589071,     0.458,   -54.693,     0.420
  33 38 40.89381,  -97 33 28.92567,     3505.727,   33 38 40.89381,  -97 33 28.92567,     3505.727, 1271013071.00, -162.817050360,   0.4316262958,   2.1546937323,     0.067,   -54.471,     0.590
  33 38 39.12978,  -97 33 28.92867,     3506.361,   33 38 39.12978,  -97 33 28.92867,     3506.361, 1271013072.00, -162.129495277,   0.4459846182,   0.0614554531,    -0.148,   -54.306,     0.678
  33 38 37.37002,  -97 33 28.93536,     3507.025,   33 38 37.37002,  -97 33 28.93536,     3507.025, 1271013073.00, -162.238941675,   0.2446357898,  -0.5666667185,    -0.170,   -54.207,     0.598
  33 38 35.61209,  -97 33 28.94047,     3507.527,   33 38 35.61209,  -97 33 28.94047,     3507.527, 1271013074.00, -162.682032856,  -0.0019996227,  -0.6843293313,    -0.084,   -54.187,     0.403
  33 38 33.85390,  -97 33 28.94129,     3507.795,   33 38 33.85390,  -97 33 28.94129,     3507.795, 1271013075.00, -162.834731838,  -0.1469464857,  -0.2251896022,    -0.005,   -54.206,     0.173
  33 38 32.09510,  -97 33 28.94002,     3507.936,   33 38 32.09510,  -97 33 28.94002,     3507.936, 1271013076.00, -162.938958590,  -0.4042331836,  -0.6553147486,     0.098,   -54.248,     0.090
  33 38 30.33393,  -97 33 28.93518,     3507.877,   33 38 30.33393,  -97 33 28.93518,     3507.877, 1271013077.00, -162.718616211,  -0.7051219697,  -0.4427817841,     0.121,   -54.334,    -0.213
  33 38 28.57023,  -97 33 28.93118,     3507.563,   33 38 28.57023,  -97 33 28.93118,     3507.563, 1271013078.00, -163.152711955,  -0.8649829242,   0.0976033604,     0.077,   -54.411,    -0.384
  33 38 26.80286,  -97 33 28.92724,     3507.110,   33 38 26.80286,  -97 33 28.92724,     3507.110, 1271013079.00, -162.960112192,  -1.0412705786,  -0.6879962612,     0.129,   -54.557,    -0.519
  33 38 25.03057,  -97 33 28.92138,     3506.527,   33 38 25.03057,  -97 33 28.92138,     3506.527, 1271013080.00, -162.688931268,  -1.1896494588,  -1.0248667969,     0.163,   -54.714,    -0.642
  33 38 23.25263,  -97 33 28.91276,     3505.843,   33 38 23.25263,  -97 33 28.91276,     3505.843, 1271013081.00, -163.029503111,  -1.2946726226,  -1.0291353325,     0.303,   -54.910,    -0.735
  33 38 21.46872,  -97 33 28.90073,     3505.081,   33 38 21.46872,  -97 33 28.90073,     3505.081, 1271013082.00, -163.474330354,  -1.2426251365,   0.7404734657,     0.259,   -55.055,    -0.785
  33 38 19.68177,  -97 33 28.89481,     3504.357,   33 38 19.68177,  -97 33 28.89481,     3504.357, 1271013083.00, -163.689006181,  -1.0238125545,   1.1300962255,     0.047,   -55.114,    -0.646
  33 38 17.89291,  -97 33 28.89581,     3503.807,   33 38 17.89291,  -97 33 28.89581,     3503.807, 1271013084.00, -163.117784448,  -0.8779718774,   0.4754231897,    -0.083,   -55.172,    -0.471
  33 38 16.10277,  -97 33 28.90251,     3503.394,   33 38 16.10277,  -97 33 28.90251,     3503.394, 1271013085.00, -162.710944306,  -0.8963237155,   0.3076955247,    -0.262,   -55.194,    -0.384
  33 38 14.31182,  -97 33 28.91485,     3502.992,   33 38 14.31182,  -97 33 28.91485,     3502.992, 1271013086.00, -162.976321168,  -0.6576696051,   0.2218034217,    -0.356,   -55.225,    -0.331
  33 38 12.52013,  -97 33 28.92955,     3502.869,   33 38 12.52013,  -97 33 28.92955,     3502.869, 1271013087.00, -162.951225617,  -0.0721583047,  -0.1145858294,    -0.376,   -55.229,     0.147
  33 38 10.72946,  -97 33 28.94326,     3503.239,   33 38 10.72946,  -97 33 28.94326,     3503.239, 1271013088.00, -162.728264820,   0.2106364742,  -0.6854752469,    -0.306,   -55.170,     0.558
  33 38 08.94123,  -97 33 28.95405,     3503.898,   33 38 08.94123,  -97 33 28.95405,     3503.898, 1271013089.00, -162.998660793,   0.2298019125,  -0.1969714308,    -0.268,   -55.073,     0.693
  33 38 07.15585,  -97 33 28.96237,     3504.575,   33 38 07.15585,  -97 33 28.96237,     3504.575, 1271013090.00, -163.014571831,   0.1323016845,  -0.4193993765,    -0.172,   -55.006,     0.635
  33 38 05.37233,  -97 33 28.96689,     3505.172,   33 38 05.37233,  -97 33 28.96689,     3505.172, 1271013091.00, -162.790682843,   0.0473148547,  -1.2483489849,    -0.041,   -54.959,     0.568
  33 38 03.58962,  -97 33 28.96582,     3505.699,   33 38 03.58962,  -97 33 28.96582,     3505.699, 1271013092.00, -163.145658844,  -0.1808598576,  -0.3120213561,     0.074,   -54.951,     0.442
  33 38 01.80774,  -97 33 28.96307,     3506.083,   33 38 01.80774,  -97 33 28.96307,     3506.083, 1271013093.00, -163.508856791,  -0.4213417034,   0.0233021935,     0.042,   -54.915,     0.296
  33 38 00.02584,  -97 33 28.96056,     3506.256,   33 38 00.02584,  -97 33 28.96056,     3506.256, 1271013094.00, -163.467105356,  -0.6127554436,  -0.0536173905,     0.074,   -54.944,     0.028
  33 37 58.24251,  -97 33 28.95710,     3506.235,   33 37 58.24251,  -97 33 28.95710,     3506.235, 1271013095.00, -163.087721352,  -0.4085991220,  -0.4890882331,     0.106,   -54.998,     0.031
  33 37 56.45812,  -97 33 28.95245,     3506.317,   33 37 56.45812,  -97 33 28.95245,     3506.317, 1271013096.00, -162.949529662,  -0.4858281032,  -0.7051391585,     0.138,   -55.018,     0.084
  33 37 54.67242,  -97 33 28.94594,     3506.338,   33 37 54.67242,  -97 33 28.94594,     3506.338, 1271013097.00, -163.270500618,  -0.6119074660,   0.2222388696,     0.174,   -55.074,    -0.042
  33 37 52.88541,  -97 33 28.93995,     3506.234,   33 37 52.88541,  -97 33 28.93995,     3506.234, 1271013098.00, -163.177578323,  -0.7566537938,   0.2062819950,     0.134,   -55.107,    -0.161
  33 37 51.09695,  -97 33 28.93627,     3506.007,   33 37 51.09695,  -97 33 28.93627,     3506.007, 1271013099.00, -162.883507735,  -0.8434397111,   0.5841247426,     0.037,   -55.153,    -0.290
  33 37 49.30741,  -97 33 28.93825,     3505.686,   33 37 49.30741,  -97 33 28.93825,     3505.686, 1271013100.00, -162.785457467,  -0.8875116247,   0.7880117740,    -0.144,   -55.179,    -0.344
  33 37 47.51691,  -97 33 28.94685,     3505.319,   33 37 47.51691,  -97 33 28.94685,     3505.319, 1271013101.00, -162.641920081,  -0.9140281114,   0.5197643934,    -0.288,   -55.212,    -0.375
  33 37 45.72508,  -97 33 28.96068,     3504.952,   33 37 45.72508,  -97 33 28.96068,     3504.952, 1271013102.00, -162.452460126,  -0.8433365787,  -0.2113755898,    -0.403,   -55.266,    -0.340
  33 37 43.93118,  -97 33 28.97577,     3504.658,   33 37 43.93118,  -97 33 28.97577,     3504.658, 1271013103.00, -162.378943912,  -0.8165966384,  -1.1537250050,    -0.346,   -55.342,    -0.253
  33 37 42.13410,  -97 33 28.98681,     3504.390,   33 37 42.13410,  -97 33 28.98681,     3504.390, 1271013104.00, -162.580017720,  -0.9256534251,  -1.2578085181,    -0.213,   -55.458,    -0.291
  33 37 40.33356,  -97 33 28.99330,     3504.072,   33 37 40.33356,  -97 33 28.99330,     3504.072, 1271013105.00, -163.161758959,  -0.9425614096,  -0.1308578308,    -0.152,   -55.551,    -0.342
  33 37 38.53028,  -97 33 28.99862,     3503.750,   33 37 38.53028,  -97 33 28.99862,     3503.750, 1271013106.00, -163.106187782,  -0.8114572069,  -0.1380083441,    -0.128,   -55.619,    -0.277
  33 37 36.72490,  -97 33 29.00347,     3503.514,   33 37 36.72490,  -97 33 29.00347,     3503.514, 1271013107.00, -162.685848755,  -0.7716251810,  -0.6459468887,    -0.116,   -55.688,    -0.199
  33 37 34.91768,  -97 33 29.00734,     3503.317,   33 37 34.91768,  -97 33 29.00734,     3503.317, 1271013108.00, -162.744605577,  -0.7482198551,  -1.0467194072,    -0.068,   -55.742,    -0.193
  33 37 33.10806,  -97 33 29.00733,     3503.131,   33 37 33.10806,  -97 33 29.00733,     3503.131, 1271013109.00, -163.037450035,  -0.7089493278,  -1.7476244076,     0.094,   -55.829,    -0.166
  33 37 31.29501,  -97 33 28.99807,     3502.988,   33 37 31.29501,  -97 33 28.99807,     3502.988, 1271013110.00, -163.243978402,  -0.6721826261,  -2.2701848350,     0.408,   -55.961,    -0.132
  33 37 29.47844,  -97 33 28.97809,     3502.872,   33 37 29.47844,  -97 33 28.97809,     3502.872, 1271013111.00, -163.864273970,  -0.5391360965,   0.4368344822,     0.534,   -56.012,    -0.096
  33 37 27.66171,  -97 33 28.95865,     3502.844,   33 37 27.66171,  -97 33 28.95865,     3502.844, 1271013112.00, -163.906283236,  -0.2659383606,   1.2104134493,     0.452,   -55.981,     0.053
  33 37 25.84737,  -97 33 28.94469,     3503.020,   33 37 25.84737,  -97 33 28.94469,     3503.020, 1271013113.00, -163.136250877,  -0.0820590154,   1.5223545912,     0.248,   -55.865,     0.266
  33 37 24.03778,  -97 33 28.94090,     3503.355,   33 37 24.03778,  -97 33 28.94090,     3503.355, 1271013114.00, -162.781280605,   0.0109377643,   0.8587663321,    -0.016,   -55.708,     0.399
  33 37 22.23238,  -97 33 28.94360,     3503.810,   33 37 22.23238,  -97 33 28.94360,     3503.810, 1271013115.00, -162.484946833,   0.0897882161,  -0.3817675085,    -0.081,   -55.613,     0.504
  33 37 20.42981,  -97 33 28.94603,     3504.334,   33 37 20.42981,  -97 33 28.94603,     3504.334, 1271013116.00, -162.640797083,   0.0440489953,  -0.1680256030,    -0.053,   -55.523,     0.519
  33 37 18.62970,  -97 33 28.94757,     3504.768,   33 37 18.62970,  -97 33 28.94757,     3504.768, 1271013117.00, -162.923849693,  -0.2232415457,  -0.3271302531,    -0.014,   -55.473,     0.333
  33 37 16.83043,  -97 33 28.94682,     3504.968,   33 37 16.83043,  -97 33 28.94682,     3504.968, 1271013118.00, -162.891116614,  -0.5169569002,   0.0169710099,     0.035,   -55.465,     0.047
  33 37 15.03114,  -97 33 28.94643,     3504.848,   33 37 15.03114,  -97 33 28.94643,     3504.848, 1271013119.00, -162.739861486,  -0.8063979896,   0.0436307361,    -0.016,   -55.472,    -0.284
  33 37 13.23084,  -97 33 28.94793,     3504.421,   33 37 13.23084,  -97 33 28.94793,     3504.421, 1271013120.00, -162.594198426,  -1.0402220658,  -0.4387137837,    -0.052,   -55.536,    -0.562
  33 37 11.42793,  -97 33 28.95008,     3503.738,   33 37 11.42793,  -97 33 28.95008,     3503.738, 1271013121.00, -162.766286300,  -1.1191527317,  -0.1921012896,    -0.061,   -55.626,    -0.768
  33 37 09.62175,  -97 33 28.95295,     3502.964,   33 37 09.62175,  -97 33 28.95295,     3502.964, 1271013122.00, -162.935973480,  -0.8714974543,   0.1587551459,    -0.095,   -55.722,    -0.739
  33 37 07.81343,  -97 33 28.95717,     3502.411,   33 37 07.81343,  -97 33 28.95717,     3502.411, 1271013123.00, -162.662368944,  -0.3621437040,   0.2686770989,    -0.137,   -55.748,    -0.339
  33 37 06.00574,  -97 33 28.96345,     3502.268,   33 37 06.00574,  -97 33 28.96345,     3502.268, 1271013124.00, -162.482139340,  -0.1912934191,  -0.3320175831,    -0.161,   -55.697,     0.012
  33 37 04.19931,  -97 33 28.96925,     3502.265,   33 37 04.19931,  -97 33 28.96925,     3502.265, 1271013125.00, -162.492217668,  -0.5053143978,  -0.8636307438,    -0.123,   -55.689,    -0.080
  33 37 02.39225,  -97 33 28.97174,     3502.060,   33 37 02.39225,  -97 33 28.97174,     3502.060, 1271013126.00, -162.731123880,  -0.7468734043,  -0.9436500294,    -0.001,   -55.734,    -0.321
  33 37 00.58318,  -97 33 28.97027,     3501.638,   33 37 00.58318,  -97 33 28.97027,     3501.638, 1271013127.00, -163.188321282,  -0.9588391406,  -0.2697886370,     0.060,   -55.803,    -0.523
  33 36 58.77144,  -97 33 28.96684,     3501.010,   33 36 58.77144,  -97 33 28.96684,     3501.010, 1271013128.00, -163.098240857,  -1.1350408513,  -0.3434423616,     0.112,   -55.906,    -0.723
  33 36 56.95628,  -97 33 28.96256,     3500.225,   33 36 56.95628,  -97 33 28.96256,     3500.225, 1271013129.00, -162.828543894,  -1.2338531527,  -0.2210012807,     0.103,   -56.005,    -0.837
  33 36 55.13811,  -97 33 28.96077,     3499.405,   33 36 55.13811,  -97 33 28.96077,     3499.405, 1271013130.00, -163.012199785,  -1.1553178277,   0.4073271557,    -0.019,   -56.085,    -0.785
  33 36 53.31751,  -97 33 28.96261,     3498.644,   33 36 53.31751,  -97 33 28.96261,     3498.644, 1271013131.00, -162.878855318,  -1.0937019464,  -0.2212533822,    -0.058,   -56.169,    -0.732
  33 36 51.49418,  -97 33 28.96512,     3498.008,   33 36 51.49418,  -97 33 28.96512,     3498.008, 1271013132.00, -162.716931715,  -0.7892207149,  -0.5085286911,    -0.058,   -56.238,    -0.518
  33 36 49.66939,  -97 33 28.96712,     3497.747,   33 36 49.66939,  -97 33 28.96712,     3497.747, 1271013133.00, -162.934541086,   0.1308635604,  -0.0288598841,    -0.055,   -56.241,     0.061
  33 36 47.84754,  -97 33 28.96804,     3498.395,   33 36 47.84754,  -97 33 28.96804,     3498.395, 1271013134.00, -162.946624766,   1.5574711745,   0.2993589888,     0.005,   -56.032,     1.273
  33 36 46.03601,  -97 33 28.96704,     3500.215,   33 36 46.03601,  -97 33 28.96704,     3500.215, 1271013135.00, -162.810747825,   2.2529789124,  -0.0717973413,     0.070,   -55.634,     2.255
  33 36 44.23845,  -97 33 28.96183,     3502.711,   33 36 44.23845,  -97 33 28.96183,     3502.711, 1271013136.00, -162.789932268,   2.4600458596,  -0.1184303763,     0.196,   -55.188,     2.653
  33 36 42.45509,  -97 33 28.95136,     3505.361,   33 36 42.45509,  -97 33 28.95136,     3505.361, 1271013137.00, -162.951185510,   2.2512543095,   0.6668655778,     0.320,   -54.763,     2.576
  33 36 40.68509,  -97 33 28.93915,     3507.772,   33 36 40.68509,  -97 33 28.93915,     3507.772, 1271013138.00, -163.054575744,   1.7337301810,   1.8054243899,     0.278,   -54.375,     2.185
  33 36 38.92664,  -97 33 28.93197,     3509.597,   33 36 38.92664,  -97 33 28.93197,     3509.597, 1271013139.00, -162.754110946,   0.8453190126,   2.2831222220,     0.077,   -54.065,     1.429
  33 36 37.17590,  -97 33 28.93432,     3510.630,   33 36 37.17590,  -97 33 28.93432,     3510.630, 1271013140.00, -161.954978062,   0.3762613841,   2.0278236877,    -0.200,   -53.885,     0.727
  33 36 35.43048,  -97 33 28.94873,     3511.139,   33 36 35.43048,  -97 33 28.94873,     3511.139, 1271013141.00, -161.406863717,  -0.0284129771,   0.6917605940,    -0.501,   -53.754,     0.310
  33 36 33.68658,  -97 33 28.96988,     3511.293,   33 36 33.68658,  -97 33 28.96988,     3511.293, 1271013142.00, -161.258204087,  -0.2329302620,  -1.6565986026,    -0.514,   -53.793,     0.047
  33 36 31.93922,  -97 33 28.98502,     3511.238,   33 36 31.93922,  -97 33 28.98502,     3511.238, 1271013143.00, -161.723182256,  -0.5087177671,  -1.6841464134,    -0.278,   -53.948,    -0.166
  33 36 30.18643,  -97 33 28.99161,     3510.940,   33 36 30.18643,  -97 33 28.99161,     3510.940, 1271013144.00, -162.571388976,  -0.7631912423,  -1.0735510207,    -0.073,   -54.123,    -0.419
  33 36 28.42747,  -97 33 28.99091,     3510.395,   33 36 28.42747,  -97 33 28.99091,     3510.395, 1271013145.00, -162.613260732,  -0.8830196355,  -0.1764308939,     0.066,   -54.317,    -0.654
  33 36 26.66344,  -97 33 28.98926,     3509.740,   33 36 26.66344,  -97 33 28.98926,     3509.740, 1271013146.00, -162.424574271,  -0.6990600763,   0.4100028686,     0.001,   -54.427,    -0.617
  33 36 24.89623,  -97 33 28.99111,     3509.169,   33 36 24.89623,  -97 33 28.99111,     3509.169, 1271013147.00, -162.102388643,  -0.7367549696,  -0.2891717992,    -0.074,   -54.532,    -0.542
  33 36 23.12550,  -97 33 28.99430,     3508.623,   33 36 23.12550,  -97 33 28.99430,     3508.623, 1271013148.00, -162.047344588,  -0.8674008060,  -0.9247653405,    -0.074,   -54.648,    -0.561
  33 36 21.35009,  -97 33 28.99539,     3508.019,   33 36 21.35009,  -97 33 28.99539,     3508.019, 1271013149.00, -162.383521845,  -1.0051398600,  -1.6779813876,     0.048,   -54.823,    -0.645
  33 36 19.56843,  -97 33 28.98990,     3507.326,   33 36 19.56843,  -97 33 28.98990,     3507.326, 1271013150.00, -162.913536453,  -1.1516050612,  -0.8793813535,     0.203,   -55.022,    -0.752
  33 36 17.78062,  -97 33 28.98012,     3506.540,   33 36 17.78062,  -97 33 28.98012,     3506.540, 1271013151.00, -163.171264328,  -1.2034348233,  -0.0821678774,     0.276,   -55.196,    -0.808
  33 36 15.98763,  -97 33 28.97055,     3505.714,   33 36 15.98763,  -97 33 28.97055,     3505.714, 1271013152.00, -163.005857142,  -1.2344490288,   0.6341210398,     0.187,   -55.335,    -0.837
  33 36 14.19086,  -97 33 28.96612,     3504.857,   33 36 14.19086,  -97 33 28.96612,     3504.857, 1271013153.00, -162.751830574,  -1.3358510993,   0.1858388609,     0.049,   -55.446,    -0.887
  33 36 12.38992,  -97 33 28.96582,     3503.953,   33 36 12.38992,  -97 33 28.96582,     3503.953, 1271013154.00, -162.558938603,  -1.4481049906,  -0.4740996572,    -0.019,   -55.589,    -0.923
  33 36 10.58387,  -97 33 28.96676,     3502.960,   33 36 10.58387,  -97 33 28.96676,     3502.960, 1271013155.00, -162.734487142,  -1.6811154667,  -0.6690542765,    -0.025,   -55.770,    -1.078
  33 36 08.77174,  -97 33 28.96748,     3501.802,   33 36 08.77174,  -97 33 28.96748,     3501.802, 1271013156.00, -163.103976165,  -1.8289271187,  -0.6828224523,    -0.008,   -55.962,    -1.238
  33 36 06.95248,  -97 33 28.96637,     3500.514,   33 36 06.95248,  -97 33 28.96637,     3500.514, 1271013157.00, -163.043231179,  -1.7555025772,  -0.8895055178,     0.065,   -56.195,    -1.295
  33 36 05.12632,  -97 33 28.96332,     3499.318,   33 36 05.12632,  -97 33 28.96332,     3499.318, 1271013158.00, -163.098573173,  -1.3145427989,  -0.5418576460,     0.087,   -56.384,    -1.049
