  31 09 03.55512,  -97 24 43.89896,      181.503,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
  31 06 44.63995,  -97 48 57.06236,     2791.294,   31 06 44.63995,  -97 48 57.06236,     2791.294, 1266454847.00, -179.981868956,  -0.0016730368,  -0.0111841362,    -0.088,   -65.710,    -0.595
  31 06 42.50551,  -97 48 57.06360,     2790.693,   31 06 42.50551,  -97 48 57.06360,     2790.693, 1266454848.00, -179.981771553,  -0.0052425638,  -0.0199618496,     0.013,   -65.818,    -0.585
  31 06 40.36763,  -97 48 57.06203,     2790.112,   31 06 40.36763,  -97 48 57.06203,     2790.112, 1266454849.00, -179.981823119,  -0.0004755550,  -0.0194404580,     0.063,   -65.922,    -0.572
  31 06 38.22609,  -97 48 57.05797,     2789.530,   31 06 38.22609,  -97 48 57.05797,     2789.530, 1266454850.00, -179.985805176,  -0.0007734930,  -0.0246944810,     0.160,   -66.046,    -0.586
  31 06 36.07999,  -97 48 57.04765,     2788.949,   31 06 36.07999,  -97 48 57.04765,     2788.949, 1266454851.00, -179.983576370,  -0.0022459946,  -0.0173147846,     0.392,   -66.201,    -0.566
  31 06 33.92879,  -97 48 57.02827,     2788.397,   31 06 33.92879,  -97 48 57.02827,     2788.397, 1266454852.00, -179.985255136,  -0.0003724226,  -0.0168048521,     0.621,   -66.355,    -0.523
  31 06 31.77292,  -97 48 57.00069,     2787.933,   31 06 31.77292,  -97 48 57.00069,     2787.933, 1266454853.00, -179.981800201,  -0.0033804510,  -0.0140088181,     0.828,   -66.488,    -0.396
  31 06 29.61323,  -97 48 56.96605,     2787.627,   31 06 29.61323,  -97 48 56.96605,     2787.627, 1266454854.00, -179.980402184,  -0.0037987102,  -0.0142265421,     0.983,   -66.584,    -0.199
  31 06 27.45136,  -97 48 56.92915,     2787.540,   31 06 27.45136,  -97 48 56.92915,     2787.540, 1266454855.00, -179.981536640,  -0.0070130034,  -0.0220760638,     0.948,   -66.622,     0.025
  31 06 25.28881,  -97 48 56.89306,     2787.682,   31 06 25.28881,  -97 48 56.89306,     2787.682, 1266454856.00, -179.983513345,  -0.0081016232,  -0.0210963060,     0.981,   -66.632,     0.268
  31 06 23.12626,  -97 48 56.85394,     2788.077,   31 06 23.12626,  -97 48 56.85394,     2788.077, 1266454857.00, -179.976735254,  -0.0032945073,  -0.0235313766,     1.055,   -66.615,     0.509
  31 06 20.96530,  -97 48 56.81528,     2788.689,   31 06 20.96530,  -97 48 56.81528,     2788.689, 1266454858.00, -179.979439615,  -0.0086287444,  -0.0266826445,     0.975,   -66.537,     0.716
  31 06 18.80785,  -97 48 56.78172,     2789.513,   31 06 18.80785,  -97 48 56.78172,     2789.513, 1266454859.00, -179.979359401,  -0.0081646486,  -0.0166043169,     0.782,   -66.399,     0.938
  31 06 16.65548,  -97 48 56.75609,     2790.565,   31 06 16.65548,  -97 48 56.75609,     2790.565, 1266454860.00, -179.975199727,  -0.0108117136,  -0.0158995788,     0.573,   -66.227,     1.164
  31 06 14.50928,  -97 48 56.73936,     2791.809,   31 06 14.50928,  -97 48 56.73936,     2791.809, 1266454861.00, -179.979622961,  -0.0156360182,  -0.0196352636,     0.289,   -66.016,     1.317
  31 06 12.37048,  -97 48 56.73453,     2793.174,   31 06 12.37048,  -97 48 56.73453,     2793.174, 1266454862.00, -179.977984302,  -0.0067093358,  -0.0168277704,    -0.022,   -65.783,     1.406
  31 06 10.23900,  -97 48 56.74030,     2794.579,   31 06 10.23900,  -97 48 56.74030,     2794.579, 1266454863.00, -179.977955654,  -0.0098606037,  -0.0100382206,    -0.278,   -65.562,     1.408
  31 06 08.11475,  -97 48 56.75629,     2795.942,   31 06 08.11475,  -97 48 56.75629,     2795.942, 1266454864.00, -179.982017925,  -0.0014152058,  -0.0213426779,    -0.578,   -65.337,     1.300
  31 06 05.99723,  -97 48 56.78232,     2797.183,   31 06 05.99723,  -97 48 56.78232,     2797.183, 1266454865.00, -179.977101947,  -0.0122727560,  -0.0198128806,    -0.766,   -65.159,     1.149
  31 06 03.88412,  -97 48 56.81188,     2798.211,   31 06 03.88412,  -97 48 56.81188,     2798.211, 1266454866.00, -179.975136702,  -0.0108976573,  -0.0186440467,    -0.799,   -65.058,     0.897
  31 06 01.77388,  -97 48 56.84242,     2798.990,   31 06 01.77388,  -97 48 56.84242,     2798.990, 1266454867.00, -179.976597744,  -0.0067036062,  -0.0158021760,    -0.816,   -64.988,     0.650
  31 05 59.66490,  -97 48 56.87264,     2799.483,   31 05 59.66490,  -97 48 56.87264,     2799.483, 1266454868.00, -179.977669175,  -0.0008938142,  -0.0226776695,    -0.778,   -64.981,     0.343
  31 05 57.55526,  -97 48 56.89982,     2799.661,   31 05 57.55526,  -97 48 56.89982,     2799.661, 1266454869.00, -179.973074054,  -0.0007333860,  -0.0190050101,    -0.648,   -65.035,    -0.012
  31 05 55.44292,  -97 48 56.92066,     2799.512,   31 05 55.44292,  -97 48 56.92066,     2799.512, 1266454870.00, -179.968490391,  -0.0005901465,  -0.0118659559,    -0.466,   -65.137,    -0.267
  31 05 53.32735,  -97 48 56.93685,     2799.163,   31 05 53.32735,  -97 48 56.93685,     2799.163, 1266454871.00, -179.974294454,   0.0001317803,  -0.0234397034,    -0.410,   -65.232,    -0.442
  31 05 51.20862,  -97 48 56.95178,     2798.672,   31 05 51.20862,  -97 48 56.95178,     2798.672, 1266454872.00, -179.972002623,  -0.0002119944,  -0.0138197420,    -0.373,   -65.331,    -0.553
  31 05 49.08660,  -97 48 56.96551,     2798.041,   31 05 49.08660,  -97 48 56.96551,     2798.041, 1266454873.00, -179.972163051,  -0.0003552338,  -0.0179106607,    -0.366,   -65.435,    -0.717
  31 05 46.96110,  -97 48 56.97987,     2797.213,   31 05 46.96110,  -97 48 56.97987,     2797.213, 1266454874.00, -179.970896814,  -0.0021944284,  -0.0244022725,    -0.380,   -65.552,    -0.927
  31 05 44.83144,  -97 48 56.99442,     2796.217,   31 05 44.83144,  -97 48 56.99442,     2796.217, 1266454875.00, -179.973486583,  -0.0016959551,  -0.0187586382,    -0.402,   -65.678,    -0.999
  31 05 42.69835,  -97 48 57.01135,     2795.266,   31 05 42.69835,  -97 48 57.01135,     2795.266, 1266454876.00, -179.972306290,  -0.0091157585,  -0.0306245941,    -0.496,   -65.766,    -0.929
  31 05 40.56238,  -97 48 57.03024,     2794.360,   31 05 40.56238,  -97 48 57.03024,     2794.360, 1266454877.00, -179.975039299,   0.0002406423,  -0.0116654207,    -0.451,   -65.868,    -0.894
  31 05 38.42282,  -97 48 57.04467,     2793.486,   31 05 38.42282,  -97 48 57.04467,     2793.486, 1266454878.00, -179.972185969,  -0.0064343160,  -0.0130061419,    -0.321,   -65.973,    -0.864
  31 05 36.27988,  -97 48 57.05491,     2792.608,   31 05 36.27988,  -97 48 57.05491,     2792.608, 1266454879.00, -179.974323102,  -0.0041654032,  -0.0175554268,    -0.216,   -66.083,    -0.906
  31 05 34.13336,  -97 48 57.06060,     2791.684,   31 05 34.13336,  -97 48 57.06060,     2791.684, 1266454880.00, -179.969458690,  -0.0063770203,  -0.0190794946,    -0.098,   -66.188,    -0.934
  31 05 31.98399,  -97 48 57.06405,     2790.769,   31 05 31.98399,  -97 48 57.06405,     2790.769, 1266454881.00, -179.974145485,   0.0014381241,  -0.0232792752,    -0.106,   -66.256,    -0.926
  31 05 29.83235,  -97 48 57.07006,     2789.778,   31 05 29.83235,  -97 48 57.07006,     2789.778, 1266454882.00, -179.972317749,  -0.0067838203,  -0.0251528472,    -0.221,   -66.333,    -1.025
  31 05 27.67851,  -97 48 57.08014,     2788.816,   31 05 27.67851,  -97 48 57.08014,     2788.816, 1266454883.00, -179.973463665,  -0.0054660174,  -0.0125535053,    -0.307,   -66.395,    -0.910
  31 05 25.52271,  -97 48 57.09310,     2787.919,   31 05 25.52271,  -97 48 57.09310,     2787.919, 1266454884.00, -179.969091997,  -0.0113846714,  -0.0205118891,    -0.379,   -66.452,    -0.877
  31 05 23.36482,  -97 48 57.10736,     2787.060,   31 05 23.36482,  -97 48 57.10736,     2787.060, 1266454885.00, -179.968398718,  -0.0001088620,  -0.0189305256,    -0.372,   -66.524,    -0.843
  31 05 21.20500,  -97 48 57.12197,     2786.307,   31 05 21.20500,  -97 48 57.12197,     2786.307, 1266454886.00, -179.970621794,   0.0006589015,  -0.0225115118,    -0.379,   -66.570,    -0.659
  31 05 19.04356,  -97 48 57.13366,     2785.743,   31 05 19.04356,  -97 48 57.13366,     2785.743, 1266454887.00, -179.972197428,  -0.0007219268,  -0.0154068351,    -0.202,   -66.628,    -0.468
  31 05 16.87996,  -97 48 57.13515,     2785.373,   31 05 16.87996,  -97 48 57.13515,     2785.373, 1266454888.00, -179.972168780,   0.0004297183,  -0.0147135562,     0.139,   -66.697,    -0.263
  31 05 14.71432,  -97 48 57.12231,     2785.213,   31 05 14.71432,  -97 48 57.12231,     2785.213, 1266454889.00, -179.968971676,  -0.0077922260,  -0.0155500746,     0.532,   -66.750,    -0.109
  31 05 12.54716,  -97 48 57.09662,     2785.104,   31 05 12.54716,  -97 48 57.09662,     2785.104, 1266454890.00, -179.969647766,  -0.0067322541,  -0.0175267790,     0.803,   -66.786,    -0.101
  31 05 10.37926,  -97 48 57.06270,     2785.030,   31 05 10.37926,  -97 48 57.06270,     2785.030, 1266454891.00, -179.968685197,   0.0005844170,  -0.0140546547,     0.998,   -66.806,    -0.050
  31 05 08.21125,  -97 48 57.02458,     2784.998,   31 05 08.21125,  -97 48 57.02458,     2784.998, 1266454892.00, -179.967550741,  -0.0035867158,  -0.0180424410,     0.971,   -66.780,    -0.018
  31 05 06.04444,  -97 48 56.98995,     2784.985,   31 05 06.04444,  -97 48 56.98995,     2784.985, 1266454893.00, -179.966983512,  -0.0018735720,  -0.0129832236,     0.869,   -66.746,    -0.021
  31 05 03.87869,  -97 48 56.95985,     2784.955,   31 05 03.87869,  -97 48 56.95985,     2784.955, 1266454894.00, -179.965700087,  -0.0030080284,  -0.0186153988,     0.709,   -66.708,    -0.041
  31 05 01.71430,  -97 48 56.93630,     2784.912,   31 05 01.71430,  -97 48 56.93630,     2784.912, 1266454895.00, -179.966072509,  -0.0048816004,  -0.0195493200,     0.546,   -66.669,    -0.054
  31 04 59.55099,  -97 48 56.91879,     2784.848,   31 04 59.55099,  -97 48 56.91879,     2784.848, 1266454896.00, -179.967315828,  -0.0028533298,  -0.0129488462,     0.366,   -66.635,    -0.067
  31 04 57.38918,  -97 48 56.90945,     2784.795,   31 04 57.38918,  -97 48 56.90945,     2784.795, 1266454897.00, -179.969693603,  -0.0025439326,  -0.0151146266,     0.147,   -66.582,    -0.040
  31 04 55.22892,  -97 48 56.90684,     2784.768,   31 04 55.22892,  -97 48 56.90684,     2784.768, 1266454898.00, -179.963568684,  -0.0029564622,  -0.0208212863,    -0.002,   -66.538,    -0.016
  31 04 53.07025,  -97 48 56.91050,     2784.774,   31 04 53.07025,  -97 48 56.91050,     2784.774, 1266454899.00, -179.967797112,  -0.0058957357,  -0.0164668070,    -0.209,   -66.477,     0.025
  31 04 50.91387,  -97 48 56.92375,     2784.812,   31 04 50.91387,  -97 48 56.92375,     2784.812, 1266454900.00, -179.968673738,  -0.0035179609,  -0.0188560410,    -0.505,   -66.400,     0.045
  31 04 48.76019,  -97 48 56.94868,     2784.864,   31 04 48.76019,  -97 48 56.94868,     2784.864, 1266454901.00, -179.968307045,   0.0016100114,  -0.0192055453,    -0.806,   -66.319,     0.042
  31 04 46.60909,  -97 48 56.98459,     2784.912,   31 04 46.60909,  -97 48 56.98459,     2784.912, 1266454902.00, -179.968226831,  -0.0062681583,  -0.0111669474,    -1.098,   -66.236,     0.052
  31 04 44.46067,  -97 48 57.03170,     2784.960,   31 04 44.46067,  -97 48 57.03170,     2784.960, 1266454903.00, -179.967877326,  -0.0031054312,  -0.0218468807,    -1.330,   -66.169,     0.041
  31 04 42.31330,  -97 48 57.08148,     2784.997,   31 04 42.31330,  -97 48 57.08148,     2784.997, 1266454904.00, -179.966169912,  -0.0100038431,  -0.0219213652,    -1.293,   -66.161,     0.026
  31 04 40.16591,  -97 48 57.12841,     2785.031,   31 04 40.16591,  -97 48 57.12841,     2785.031, 1266454905.00, -179.966152723,  -0.0005042029,  -0.0164381591,    -1.176,   -66.168,     0.052
  31 04 38.01809,  -97 48 57.16899,     2785.115,   31 04 38.01809,  -97 48 57.16899,     2785.115, 1266454906.00, -179.967109563,  -0.0048357638,  -0.0160542774,    -0.962,   -66.186,     0.100
  31 04 35.86957,  -97 48 57.20027,     2785.245,   31 04 35.86957,  -97 48 57.20027,     2785.245, 1266454907.00, -179.969235236,  -0.0046867948,  -0.0227177766,    -0.679,   -66.213,     0.164
  31 04 33.72027,  -97 48 57.21980,     2785.454,   31 04 33.72027,  -97 48 57.21980,     2785.454, 1266454908.00, -179.962938430,   0.0025038256,  -0.0083021585,    -0.370,   -66.229,     0.254
  31 04 31.57109,  -97 48 57.23082,     2785.747,   31 04 31.57109,  -97 48 57.23082,     2785.747, 1266454909.00, -179.964141642,  -0.0007734930,  -0.0146333421,    -0.215,   -66.208,     0.324
  31 04 29.42269,  -97 48 57.23571,     2786.110,   31 04 29.42269,  -97 48 57.23571,     2786.110, 1266454910.00, -179.966530876,   0.0040851891,  -0.0099866544,    -0.038,   -66.181,     0.401
  31 04 27.27525,  -97 48 57.23394,     2786.551,   31 04 27.27525,  -97 48 57.23394,     2786.551, 1266454911.00, -179.962852487,  -0.0103476178,  -0.0235772133,     0.140,   -66.147,     0.478
  31 04 25.12921,  -97 48 57.22559,     2787.093,   31 04 25.12921,  -97 48 57.22559,     2787.093, 1266454912.00, -179.961528954,  -0.0063942090,  -0.0106684741,     0.295,   -66.090,     0.628
  31 04 22.98591,  -97 48 57.21344,     2787.811,   31 04 22.98591,  -97 48 57.21344,     2787.811, 1266454913.00, -179.961213827,  -0.0033976397,  -0.0147250153,     0.313,   -65.976,     0.812
  31 04 20.84712,  -97 48 57.20395,     2788.691,   31 04 20.84712,  -97 48 57.20395,     2788.691, 1266454914.00, -179.959907484,  -0.0053055892,  -0.0211650610,     0.176,   -65.811,     0.954
  31 04 18.71412,  -97 48 57.20099,     2789.711,   31 04 18.71412,  -97 48 57.20099,     2789.711, 1266454915.00, -179.960165315,  -0.0058269808,  -0.0166100465,    -0.020,   -65.623,     1.086
  31 04 16.58759,  -97 48 57.20580,     2790.847,   31 04 16.58759,  -97 48 57.20580,     2790.847, 1266454916.00, -179.961328419,  -0.0140317364,  -0.0175153198,    -0.250,   -65.410,     1.178
  31 04 14.46775,  -97 48 57.21844,     2792.050,   31 04 14.46775,  -97 48 57.21844,     2792.050, 1266454917.00, -179.968203912,  -0.0031856453,  -0.0129603053,    -0.365,   -65.227,     1.224
  31 04 12.35308,  -97 48 57.23074,     2793.292,   31 04 12.35308,  -97 48 57.23074,     2793.292, 1266454918.00, -179.965889163,  -0.0065718259,  -0.0174351057,    -0.287,   -65.078,     1.262
  31 04 10.24335,  -97 48 57.23979,     2794.561,   31 04 10.24335,  -97 48 57.23979,     2794.561, 1266454919.00, -179.966106887,  -0.0065259893,  -0.0286650785,    -0.178,   -64.930,     1.273
  31 04 08.13773,  -97 48 57.24176,     2795.829,   31 04 08.13773,  -97 48 57.24176,     2795.829, 1266454920.00, -179.960921619,  -0.0006531719,  -0.0200764411,     0.053,   -64.820,     1.268
  31 04 06.03576,  -97 48 57.23650,     2797.076,   31 04 06.03576,  -97 48 57.23650,     2797.076, 1266454921.00, -179.959815810,  -0.0025897692,  -0.0116997982,     0.195,   -64.705,     1.224
  31 04 03.93787,  -97 48 57.22969,     2798.260,   31 04 03.93787,  -97 48 57.22969,     2798.260, 1266454922.00, -179.954682108,  -0.0081073528,  -0.0257888304,     0.115,   -64.563,     1.131
  31 04 01.84499,  -97 48 57.22912,     2799.335,   31 04 01.84499,  -97 48 57.22912,     2799.335, 1266454923.00, -179.962113371,  -0.0102903220,  -0.0271581995,    -0.082,   -64.412,     1.008
  31 03 59.75619,  -97 48 57.23315,     2800.275,   31 03 59.75619,  -97 48 57.23315,     2800.275, 1266454924.00, -179.962222233,  -0.0108632798,  -0.0207525313,    -0.102,   -64.319,     0.860
  31 03 57.66942,  -97 48 57.23530,     2801.042,   31 03 57.66942,  -97 48 57.23530,     2801.042, 1266454925.00, -179.960509089,  -0.0060905414,  -0.0185695621,    -0.008,   -64.278,     0.665
  31 03 55.58352,  -97 48 57.23395,     2801.631,   31 03 55.58352,  -97 48 57.23395,     2801.631, 1266454926.00, -179.962331095,  -0.0044461525,  -0.0148739844,     0.090,   -64.268,     0.524
  31 03 53.49799,  -97 48 57.22921,     2802.099,   31 03 53.49799,  -97 48 57.22921,     2802.099, 1266454927.00, -179.960434605,  -0.0117112573,  -0.0276108361,     0.155,   -64.257,     0.343
  31 03 51.41197,  -97 48 57.22210,     2802.275,   31 03 51.41197,  -97 48 57.22210,     2802.275, 1266454928.00, -179.965866245,  -0.0037299552,  -0.0144843731,     0.244,   -64.299,     0.008
  31 03 49.32382,  -97 48 57.21076,     2802.194,   31 03 49.32382,  -97 48 57.21076,     2802.194, 1266454929.00, -179.959821540,  -0.0038216285,  -0.0249981486,     0.355,   -64.376,    -0.154
  31 03 47.23296,  -97 48 57.19586,     2801.953,   31 03 47.23296,  -97 48 57.19586,     2801.953, 1266454930.00, -179.961586250,  -0.0096486093,  -0.0229870667,     0.437,   -64.469,    -0.323
  31 03 45.13887,  -97 48 57.17859,     2801.575,   31 03 45.13887,  -97 48 57.17859,     2801.575, 1266454931.00, -179.962686329,  -0.0040737299,  -0.0214859173,     0.459,   -64.571,    -0.432
  31 03 43.04144,  -97 48 57.16181,     2801.093,   31 03 43.04144,  -97 48 57.16181,     2801.093, 1266454932.00, -179.959363174,  -0.0036096341,  -0.0188331227,     0.436,   -64.677,    -0.522
  31 03 40.94016,  -97 48 57.14401,     2800.526,   31 03 40.94016,  -97 48 57.14401,     2800.526, 1266454933.00, -179.963568684,  -0.0034549355,  -0.0177445029,     0.490,   -64.803,    -0.617
  31 03 38.83468,  -97 48 57.12446,     2799.872,   31 03 38.83468,  -97 48 57.12446,     2799.872, 1266454934.00, -179.960102289,  -0.0025038256,  -0.0149083618,     0.554,   -64.942,    -0.681
  31 03 36.72452,  -97 48 57.10166,     2799.157,   31 03 36.72452,  -97 48 57.10166,     2799.157, 1266454935.00, -179.957048424,  -0.0034262876,  -0.0161173028,     0.664,   -65.094,    -0.746
  31 03 34.60932,  -97 48 57.07491,     2798.397,   31 03 34.60932,  -97 48 57.07491,     2798.397, 1266454936.00, -179.960113748,   0.0047039835,  -0.0235657541,     0.730,   -65.243,    -0.760
  31 03 32.48953,  -97 48 57.04703,     2797.647,   31 03 32.48953,  -97 48 57.04703,     2797.647, 1266454937.00, -179.958629788,  -0.0027960340,  -0.0227406949,     0.730,   -65.378,    -0.715
  31 03 30.36587,  -97 48 57.02053,     2796.995,   31 03 30.36587,  -97 48 57.02053,     2796.995, 1266454938.00, -179.959878836,  -0.0037070369,  -0.0148396069,     0.663,   -65.477,    -0.588
  31 03 28.23960,  -97 48 56.99755,     2796.474,   31 03 28.23960,  -97 48 56.99755,     2796.474, 1266454939.00, -179.961689382,  -0.0037528736,  -0.0205462665,     0.563,   -65.544,    -0.466
  31 03 26.11102,  -97 48 56.97616,     2796.045,   31 03 26.11102,  -97 48 56.97616,     2796.045, 1266454940.00, -179.960067912,  -0.0013750987,  -0.0207926384,     0.568,   -65.621,    -0.393
  31 03 23.98031,  -97 48 56.95507,     2795.694,   31 03 23.98031,  -97 48 56.95507,     2795.694, 1266454941.00, -179.959918943,  -0.0010141353,  -0.0127483109,     0.562,   -65.679,    -0.308
  31 03 21.84764,  -97 48 56.93320,     2795.363,   31 03 21.84764,  -97 48 56.93320,     2795.363, 1266454942.00, -179.959649653,  -0.0082964289,  -0.0123014039,     0.593,   -65.748,    -0.413
  31 03 19.71231,  -97 48 56.91055,     2794.837,   31 03 19.71231,  -97 48 56.91055,     2794.837, 1266454943.00, -179.958492278,  -0.0091386768,  -0.0172746775,     0.597,   -65.836,    -0.640
  31 03 17.57368,  -97 48 56.88806,     2794.097,   31 03 17.57368,  -97 48 56.88806,     2794.097, 1266454944.00, -179.962233692,  -0.0017417917,  -0.0138713082,     0.592,   -65.950,    -0.833
  31 03 15.43152,  -97 48 56.86790,     2793.201,   31 03 15.43152,  -97 48 56.86790,     2793.201, 1266454945.00, -179.960234069,  -0.0038445468,  -0.0176184522,     0.454,   -66.053,    -0.960
  31 03 13.28642,  -97 48 56.85504,     2792.227,   31 03 13.28642,  -97 48 56.85504,     2792.227, 1266454946.00, -179.960400227,  -0.0053686145,  -0.0237491006,     0.213,   -66.128,    -0.974
  31 03 11.13929,  -97 48 56.85185,     2791.288,   31 03 11.13929,  -97 48 56.85185,     2791.288, 1266454947.00, -179.956721838,  -0.0025611213,  -0.0170225761,    -0.026,   -66.184,    -0.899
  31 03 08.99061,  -97 48 56.85652,     2790.431,   31 03 08.99061,  -97 48 56.85652,     2790.431, 1266454948.00, -179.962239422,  -0.0093735895,  -0.0148453365,    -0.218,   -66.220,    -0.804
  31 03 06.84100,  -97 48 56.86753,     2789.692,   31 03 06.84100,  -97 48 56.86753,     2789.692, 1266454949.00, -179.959930402,  -0.0024694481,  -0.0137853646,    -0.359,   -66.242,    -0.675
  31 03 04.69105,  -97 48 56.88386,     2789.078,   31 03 04.69105,  -97 48 56.88386,     2789.078, 1266454950.00, -179.959592357,  -0.0010084057,  -0.0142380012,    -0.514,   -66.237,    -0.548
  31 03 02.54156,  -97 48 56.90494,     2788.606,   31 03 02.54156,  -97 48 56.90494,     2788.606, 1266454951.00, -179.955415494,  -0.0132926208,  -0.0148052294,    -0.596,   -66.215,    -0.383
  31 03 00.39338,  -97 48 56.92874,     2788.322,   31 03 00.39338,  -97 48 56.92874,     2788.322, 1266454952.00, -179.958606869,  -0.0028246819,  -0.0188044748,    -0.686,   -66.149,    -0.187
  31 02 58.24774,  -97 48 56.95493,     2788.213,   31 02 58.24774,  -97 48 56.95493,     2788.213, 1266454953.00, -179.957741703,  -0.0025725805,  -0.0123128630,    -0.693,   -66.067,    -0.062
  31 02 56.10501,  -97 48 56.98155,     2788.218,   31 02 56.10501,  -97 48 56.98155,     2788.218, 1266454954.00, -179.957105720,  -0.0018735720,  -0.0177158550,    -0.742,   -65.954,     0.127
  31 02 53.96682,  -97 48 57.01017,     2788.492,   31 02 53.96682,  -97 48 57.01017,     2788.492, 1266454955.00, -179.956847889,  -0.0066806879,  -0.0125477757,    -0.772,   -65.803,     0.391
  31 02 51.83391,  -97 48 57.03962,     2788.974,   31 02 51.83391,  -97 48 57.03962,     2788.974, 1266454956.00, -179.960709624,  -0.0051623497,  -0.0228782048,    -0.796,   -65.626,     0.567
  31 02 49.70678,  -97 48 57.06897,     2789.620,   31 02 49.70678,  -97 48 57.06897,     2789.620, 1266454957.00, -179.958251635,  -0.0041195665,  -0.0145015618,    -0.733,   -65.454,     0.724
  31 02 47.58510,  -97 48 57.09363,     2790.384,   31 02 47.58510,  -97 48 57.09363,     2790.384, 1266454958.00, -179.955810835,  -0.0055405019,  -0.0163006493,    -0.573,   -65.295,     0.735
  31 02 45.46800,  -97 48 57.11253,     2791.021,   31 02 45.46800,  -97 48 57.11253,     2791.021, 1266454959.00, -179.957059883,  -0.0071906203,  -0.0159912521,    -0.437,   -65.170,     0.544
  31 02 43.35444,  -97 48 57.12628,     2791.481,   31 02 43.35444,  -97 48 57.12628,     2791.481, 1266454960.00, -179.956200447,  -0.0044919891,  -0.0173033254,    -0.294,   -65.079,     0.371
  31 02 41.24373,  -97 48 57.13592,     2791.801,   31 02 41.24373,  -97 48 57.13592,     2791.801, 1266454961.00, -179.957718785,  -0.0055634202,  -0.0248148021,    -0.217,   -64.991,     0.269
  31 02 39.13530,  -97 48 57.14219,     2791.999,   31 02 39.13530,  -97 48 57.14219,     2791.999, 1266454962.00, -179.955065990,  -0.0084568571,  -0.0188044748,    -0.093,   -64.945,     0.110
  31 02 37.02791,  -97 48 57.14388,     2792.046,   31 02 37.02791,  -97 48 57.14388,     2792.046, 1266454963.00, -179.955553004,  -0.0033346144,  -0.0193545143,    -0.009,   -64.917,     0.002
  31 02 34.92155,  -97 48 57.14381,     2792.058,   31 02 34.92155,  -97 48 57.14381,     2792.058, 1266454964.00, -179.954097691,  -0.0072994823,  -0.0286307010,     0.023,   -64.883,     0.023
  31 02 32.81616,  -97 48 57.14236,     2792.118,   31 02 32.81616,  -97 48 57.14236,     2792.118, 1266454965.00, -179.956538492,  -0.0045836624,  -0.0190794946,     0.047,   -64.852,     0.117
  31 02 30.71229,  -97 48 57.14142,     2792.311,   31 02 30.71229,  -97 48 57.14142,     2792.311, 1266454966.00, -179.955100368,  -0.0011573747,  -0.0203056243,     0.004,   -64.793,     0.258
  31 02 28.61059,  -97 48 57.14247,     2792.632,   31 02 28.61059,  -97 48 57.14247,     2792.632, 1266454967.00, -179.957248959,  -0.0075974204,  -0.0204202158,    -0.072,   -64.712,     0.388
  31 02 26.51164,  -97 48 57.14593,     2793.093,   31 02 26.51164,  -97 48 57.14593,     2793.093, 1266454968.00, -179.957088531,  -0.0062566991,  -0.0239037992,    -0.087,   -64.629,     0.526
  31 02 24.41501,  -97 48 57.14729,     2793.665,   31 02 24.41501,  -97 48 57.14729,     2793.665, 1266454969.00, -179.957701596,  -0.0036669299,  -0.0206837764,     0.010,   -64.563,     0.619
  31 02 22.32057,  -97 48 57.14583,     2794.288,   31 02 22.32057,  -97 48 57.14583,     2794.288, 1266454970.00, -179.953198148,  -0.0053800737,  -0.0247918838,     0.056,   -64.495,     0.616
  31 02 20.22811,  -97 48 57.14287,     2794.872,   31 02 20.22811,  -97 48 57.14287,     2794.872, 1266454971.00, -179.957718785,  -0.0052081864,  -0.0271524699,     0.103,   -64.447,     0.543
  31 02 18.13679,  -97 48 57.13808,     2795.348,   31 02 18.13679,  -97 48 57.13808,     2795.348, 1266454972.00, -179.955398306,  -0.0029048960,  -0.0144385364,     0.133,   -64.424,     0.403
  31 02 16.04599,  -97 48 57.13304,     2795.683,   31 02 16.04599,  -97 48 57.13304,     2795.683, 1266454973.00, -179.953748187,  -0.0073395894,  -0.0170225761,     0.126,   -64.415,     0.280
  31 02 13.95523,  -97 48 57.12938,     2795.910,   31 02 13.95523,  -97 48 57.12938,     2795.910, 1266454974.00, -179.954275308,  -0.0038445468,  -0.0266482671,     0.077,   -64.424,     0.169
  31 02 11.86351,  -97 48 57.12485,     2796.030,   31 02 11.86351,  -97 48 57.12485,     2796.030, 1266454975.00, -179.957449495,  -0.0019308678,  -0.0178762832,     0.170,   -64.481,     0.064
  31 02 09.76955,  -97 48 57.11647,     2796.050,   31 02 09.76955,  -97 48 57.11647,     2796.050, 1266454976.00, -179.957168745,   0.0006589015,  -0.0112987277,     0.259,   -64.554,    -0.027
  31 02 07.67326,  -97 48 57.10665,     2796.001,   31 02 07.67326,  -97 48 57.10665,     2796.001, 1266454977.00, -179.954785241,  -0.0055175836,  -0.0171142493,     0.256,   -64.628,    -0.072
  31 02 05.57468,  -97 48 57.09773,     2795.904,   31 02 05.57468,  -97 48 57.09773,     2795.904, 1266454978.00, -179.953427331,  -0.0054488286,  -0.0237376415,     0.224,   -64.697,    -0.122
  31 02 03.47349,  -97 48 57.08815,     2795.760,   31 02 03.47349,  -97 48 57.08815,     2795.760, 1266454979.00, -179.956458278,  -0.0046409581,  -0.0259893656,     0.290,   -64.790,    -0.192
